--------- beginning of crash
06-11 21:56:53.687 F/linker  (29981): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-11 22:00:19.646 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.646 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.646 W/System.err(31490): 	at android.view.ViewRootImpl.performLayout(ViewRootImpl.java:3475)
06-11 22:00:19.646 W/System.err(31490): 	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:2943)
06-11 22:00:19.646 W/System.err(31490): 	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1948)
06-11 22:00:19.646 W/System.err(31490): 	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:8177)
06-11 22:00:19.647 W/System.err(31490): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:972)
06-11 22:00:19.647 W/System.err(31490): 	at android.view.Choreographer.doCallbacks(Choreographer.java:796)
06-11 22:00:19.647 W/System.err(31490): 	at android.view.Choreographer.doFrame(Choreographer.java:731)
06-11 22:00:19.647 W/System.err(31490): 	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:957)
06-11 22:00:19.647 W/System.err(31490): 	at android.os.Handler.handleCallback(Handler.java:938)
06-11 22:00:19.647 W/System.err(31490): 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-11 22:00:19.647 W/System.err(31490): 	at android.os.Looper.loop(Looper.java:223)
06-11 22:00:19.647 W/System.err(31490): 	at android.app.ActivityThread.main(ActivityThread.java:7664)
06-11 22:00:19.647 W/System.err(31490): 	at java.lang.reflect.Method.invoke(Native Method)
06-11 22:00:19.647 W/System.err(31490): 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
06-11 22:00:19.647 W/System.err(31490): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:952)
06-11 22:00:19.652 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:19.658 W/AnimatorSet(31490): Start delay should always be non-negative
06-11 22:00:19.660 W/System.err(31490): java.lang.IllegalArgumentException: width and height must be > 0
06-11 22:00:19.660 W/System.err(31490): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1113)
06-11 22:00:19.660 W/System.err(31490): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1080)
06-11 22:00:19.661 W/System.err(31490): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:1030)
06-11 22:00:19.661 W/System.err(31490): 	at android.graphics.Bitmap.createBitmap(Bitmap.java:991)
06-11 22:00:19.661 W/System.err(31490): 	at com.hotstar.feature.login.profile.customview.CircleImageView.c(SourceFile:46)
06-11 22:00:19.661 W/System.err(31490): 	at com.hotstar.feature.login.profile.customview.CircleImageView.setImageDrawable(SourceFile:4)
06-11 22:00:19.661 W/System.err(31490): 	at coil.target.ImageViewTarget.f(SourceFile:3)
06-11 22:00:19.661 W/System.err(31490): 	at coil.target.GenericViewTarget.h(SourceFile:19)
06-11 22:00:19.661 W/System.err(31490): 	at coil.target.GenericViewTarget.c(SourceFile:1)
06-11 22:00:19.661 W/System.err(31490): 	at coil.RealImageLoader.c(SourceFile:255)
06-11 22:00:19.661 W/System.err(31490): 	at coil.RealImageLoader$enqueue$job$1.invokeSuspend(SourceFile:32)
06-11 22:00:19.661 W/System.err(31490): 	at kotlin.coroutines.jvm.internal.BaseContinuationImpl.resumeWith(SourceFile:9)
06-11 22:00:19.661 W/System.err(31490): 	at Yg.i.a(SourceFile:129)
06-11 22:00:19.661 W/System.err(31490): 	at S3.A.s(SourceFile:11)
06-11 22:00:19.661 W/System.err(31490): 	at kotlinx.coroutines.a.p0(SourceFile:81)
06-11 22:00:19.661 W/System.err(31490): 	at kotlinx.coroutines.d.a(SourceFile:18)
06-11 22:00:19.661 W/System.err(31490): 	at coil.RealImageLoader.b(SourceFile:10)
06-11 22:00:19.661 W/System.err(31490): 	at coil.request.ViewTargetRequestManager.onViewAttachedToWindow(SourceFile:13)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.View.dispatchAttachedToWindow(View.java:20490)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.ViewGroup.dispatchAttachedToWindow(ViewGroup.java:3496)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.ViewGroup.dispatchAttachedToWindow(ViewGroup.java:3496)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.ViewGroup.addViewInner(ViewGroup.java:5278)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.ViewGroup.addView(ViewGroup.java:5064)
06-11 22:00:19.661 W/System.err(31490): 	at android.view.ViewGroup.addView(ViewGroup.java:5004)
06-11 22:00:19.661 W/System.err(31490): 	at androidx.recyclerview.widget.e.a(SourceFile:26)
06-11 22:00:19.661 W/System.err(31490): 	at androidx.recyclerview.widget.RecyclerView$l.m(SourceFile:243)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.leanback.widget.GridLayoutManager$b.b(SourceFile:46)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.leanback.widget.S.m(SourceFile:37)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.leanback.widget.GridLayoutManager.t1(SourceFile:26)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.leanback.widget.GridLayoutManager.v0(SourceFile:1191)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.recyclerview.widget.RecyclerView.r(SourceFile:74)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.recyclerview.widget.RecyclerView.p(SourceFile:72)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.recyclerview.widget.RecyclerView.onLayout(SourceFile:8)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.constraintlayout.widget.ConstraintLayout.onLayout(SourceFile:67)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.662 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.662 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.662 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.662 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.662 W/System.err(31490): 	at androidx.constraintlayout.widget.ConstraintLayout.onLayout(SourceFile:67)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.662 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.662 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at androidx.constraintlayout.widget.ConstraintLayout.onLayout(SourceFile:67)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.663 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.663 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.664 W/System.err(31490): 	at android.widget.LinearLayout.setChildFrame(LinearLayout.java:1829)
06-11 22:00:19.664 W/System.err(31490): 	at android.widget.LinearLayout.layoutVertical(LinearLayout.java:1673)
06-11 22:00:19.664 W/System.err(31490): 	at android.widget.LinearLayout.onLayout(LinearLayout.java:1582)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.664 W/System.err(31490): 	at android.widget.FrameLayout.layoutChildren(FrameLayout.java:332)
06-11 22:00:19.664 W/System.err(31490): 	at android.widget.FrameLayout.onLayout(FrameLayout.java:270)
06-11 22:00:19.664 W/System.err(31490): 	at com.android.internal.policy.DecorView.onLayout(DecorView.java:784)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.View.layout(View.java:22844)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewGroup.layout(ViewGroup.java:6389)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewRootImpl.performLayout(ViewRootImpl.java:3475)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewRootImpl.performTraversals(ViewRootImpl.java:2943)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewRootImpl.doTraversal(ViewRootImpl.java:1948)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.ViewRootImpl$TraversalRunnable.run(ViewRootImpl.java:8177)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.Choreographer$CallbackRecord.run(Choreographer.java:972)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.Choreographer.doCallbacks(Choreographer.java:796)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.Choreographer.doFrame(Choreographer.java:731)
06-11 22:00:19.664 W/System.err(31490): 	at android.view.Choreographer$FrameDisplayEventReceiver.run(Choreographer.java:957)
06-11 22:00:19.664 W/System.err(31490): 	at android.os.Handler.handleCallback(Handler.java:938)
06-11 22:00:19.664 W/System.err(31490): 	at android.os.Handler.dispatchMessage(Handler.java:99)
06-11 22:00:19.664 W/System.err(31490): 	at android.os.Looper.loop(Looper.java:223)
06-11 22:00:19.664 W/System.err(31490): 	at android.app.ActivityThread.main(ActivityThread.java:7664)
06-11 22:00:19.664 W/System.err(31490): 	at java.lang.reflect.Method.invoke(Native Method)
06-11 22:00:19.664 W/System.err(31490): 	at com.android.internal.os.RuntimeInit$MethodAndArgsCaller.run(RuntimeInit.java:592)
06-11 22:00:19.665 W/System.err(31490): 	at com.android.internal.os.ZygoteInit.main(ZygoteInit.java:952)
06-11 22:00:19.671 W/View    (31490): requestLayout() improperly called by com.hotstar.feature.login.profile.customview.CircleImageView{efdc6c3 VFED..C.. ..S...ID 14,14-178,178 #7f0b02d8 app:id/iv_profile} during layout: running second layout pass
06-11 22:00:19.671 W/View    (31490): requestLayout() improperly called by com.hotstar.core.commonui.molecules.HSTextView{867f470 V.ED..... ..S...ID 40,216-153,268 #7f0b04c0 app:id/profile_name} during layout: running second layout pass
06-11 22:00:19.671 W/View    (31490): requestLayout() improperly called by androidx.constraintlayout.widget.ConstraintLayout{fcde6b3 V.E...... ..S...ID 0,0-192,192 #7f0b02da app:id/iv_profile_view} during layout: running second layout pass
06-11 22:00:19.733 I/.startv.hotsta(31490): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:19.737 I/e.swalekh.abct( 1359): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:19.750 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:19.750 D/JioSTBMRServer-SERVICE( 3589): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-11 22:00:19.752 D/rtk_heartbeat(  349): heartbeat_timed_out: heartbeatCmdCount = 5229, expected nextSeqNum = 5229
06-11 22:00:19.752 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:19.753 D/rtk_heartbeat(  349): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 5229,should SeqNum=5229, status = 0
06-11 22:00:19.760 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:19.760 D/JioSTBMRServer-SERVICE( 3589): #broadcast IP:192.168.1.255
06-11 22:00:19.770 W/.startv.hotsta(31490): Long monitor contention with owner DefaultDispatcher-worker-19 (31650) at void coil.disk.DiskLruCache.k()(SourceFile:73) waiters=0 in coil.disk.DiskLruCache$c coil.disk.DiskLruCache.i(java.lang.String) for 223ms
06-11 22:00:19.852 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:19.953 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 1 line
06-11 22:00:20.053 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.061 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 21
06-11 22:00:20.153 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.353 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 2 lines
06-11 22:00:20.453 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.466 D/JioStbInactivityTimer(  926): Timer: count 836 warningTimeout:10680 timeout:10800
06-11 22:00:20.466 D/JioStbInactivityTimer(  926): isUserActive: Curr:4414283 Prev:4414283
06-11 22:00:20.554 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.562 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 22
06-11 22:00:20.654 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.752 D/rtk_heartbeat(  349): heartbeat_timed_out: heartbeatCmdCount = 5230, expected nextSeqNum = 5230
06-11 22:00:20.754 D/rtk_heartbeat(  349): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 5230,should SeqNum=5230, status = 0
06-11 22:00:20.754 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.854 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:20.872 D/ltts_ip_emm(  397): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-11 22:00:20.954 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.055 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.062 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 23
06-11 22:00:21.155 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.355 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 2 lines
06-11 22:00:21.455 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.467 D/JioStbInactivityTimer(  926): Timer: count 837 warningTimeout:10680 timeout:10800
06-11 22:00:21.467 D/JioStbInactivityTimer(  926): isUserActive: Curr:4414283 Prev:4414283
06-11 22:00:21.529 E/WifiVendorHal(  633): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-11 22:00:21.555 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.562 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 24
06-11 22:00:21.563 I/ThermalService(  969): CPU temperatures: [58.9]
06-11 22:00:21.656 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.709 I/appium  (31426): The following attributes will be included to the page source: [resource-id]
06-11 22:00:21.752 D/rtk_heartbeat(  349): heartbeat_timed_out: heartbeatCmdCount = 5231, expected nextSeqNum = 5231
06-11 22:00:21.753 D/rtk_heartbeat(  349): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 5231,should SeqNum=5231, status = 0
06-11 22:00:21.756 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.785 I/.startv.hotsta(31490): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:21.788 I/e.swalekh.abct( 1359): oneway function results will be dropped but finished with status OK and parcel size 4
06-11 22:00:21.794 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:21.794 D/JioSTBMRServer-SERVICE( 3589): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-11 22:00:21.796 D/JioSTBMRServer-SERVICE( 3589): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-11 22:00:21.796 D/JioSTBMRServer-SERVICE( 3589): #broadcast IP:192.168.1.255
06-11 22:00:21.855 I/appium  (31426): Took 0ms to retrieve 1 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/iv_profile']' XPath2 query
06-11 22:00:21.856 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.865 W/tomator2.serve(31426): Accessing hidden method Landroid/view/MotionEvent;->setDisplayId(I)V (blacklist,test-api, reflection, allowed)
06-11 22:00:21.876 W/tomator2.serve(31426): Accessing hidden field Landroid/view/accessibility/AccessibilityNodeInfo;->mSourceNodeId:J (greylist, reflection, allowed)
06-11 22:00:21.886 I/appium  (31426): AppiumResponse: {"sessionId":"e8c3352c-3a33-4359-888a-8c13554ec0d0","value":{"ELEMENT":"00000000-0000-0058-ffff-ffff00000072","element-6066-11e4-a52e-4f735466cecf":"00000000-0000-0058-ffff-ffff00000072"}}
06-11 22:00:21.917 I/appium  (31426): channel read: GET /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/element/00000000-0000-0058-ffff-ffff00000072/attribute/displayed
06-11 22:00:21.918 I/appium  (31426): GetElementAttribute command
06-11 22:00:21.929 I/appium  (31426): AppiumResponse: {"sessionId":"e8c3352c-3a33-4359-888a-8c13554ec0d0","value":"true"}
06-11 22:00:21.956 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:21.959 I/appium  (31426): channel read: POST /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/element/00000000-0000-0058-ffff-ffff00000072/click
06-11 22:00:21.960 I/appium  (31426): Click command
06-11 22:00:21.979 D/InputDispatcher(  633): injectInputEvent - eventType=2, injectorPid=31407, injectorUid=0, syncMode=0, timeout=30000, policyFlags=0x08000000
06-11 22:00:21.980 D/InputDispatcher(  633): injectInputEvent - Finished with result 0. injectorPid=31407, injectorUid=0
06-11 22:00:21.980 D/InputDispatcher(  633): Setting input event injection result to 0.  injectorPid=31407, injectorUid=0
06-11 22:00:21.980 V/InputDispatcher(  633): Asynchronous input event injection succeeded.
06-11 22:00:21.981 I/android.hardware.power-service.libperfmgr(  366): Power setBoost: INTERACTION duration: 0
06-11 22:00:21.981 I/libperfmgr(  366): Do Powerhint: INTERACTION
06-11 22:00:21.981 I/android.hardware.power-service.libperfmgr(  366): Power setBoost: INTERACTION duration: 0
06-11 22:00:21.982 I/libperfmgr(  366): Do Powerhint: INTERACTION
06-11 22:00:21.990 D/InputDispatcher(  633): injectInputEvent - eventType=2, injectorPid=31407, injectorUid=0, syncMode=0, timeout=30000, policyFlags=0x08000000
06-11 22:00:21.990 D/InputDispatcher(  633): injectInputEvent - Finished with result 0. injectorPid=31407, injectorUid=0
06-11 22:00:21.990 D/InputDispatcher(  633): Setting input event injection result to 0.  injectorPid=31407, injectorUid=0
06-11 22:00:21.990 V/InputDispatcher(  633): Asynchronous input event injection succeeded.
06-11 22:00:22.006 W/GestureController(31426): Gestures took longer than expected (34ms >> 16ms), device might be in a busy state.
06-11 22:00:22.007 I/appium  (31426): Waiting up to 10000ms for the device to idle
06-11 22:00:22.056 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:22.062 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 25
06-11 22:00:22.157 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:22.357 I/chatty  (  397): uid=0(root) DK-SiCntrl identical 2 lines
06-11 22:00:22.457 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:22.466 D/JioStbInactivityTimer(  926): Timer: count 838 warningTimeout:10680 timeout:10800
06-11 22:00:22.467 D/JioStbInactivityTimer(  926): isUserActive: Curr:4414283 Prev:4414283
06-11 22:00:22.494 I/appium  (31426): AppiumResponse: {"sessionId":"e8c3352c-3a33-4359-888a-8c13554ec0d0","value":null}
06-11 22:00:22.558 D/stbdpc  (  397): STB_DPGetNumPaths[570]: num_paths: 1
06-11 22:00:22.561 I/appium  (31426): channel read: POST /session/e8c3352c-3a33-4359-888a-8c13554ec0d0/appium/device/press_keycode
06-11 22:00:22.562 D/dvb_iptv(  397): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 26
06-11 22:00:22.564 I/appium  (31426): PressKeyCode command
06-11 22:00:22.564 I/appium  (31426): Calling PressKeyCode... 
06-11 22:00:22.571 D/UiDevice(31426): Pressing keycodes [66] with modifier 0.
06-11 22:00:22.580 D/InputDispatcher(  633): injectInputEvent - eventType=1, injectorPid=31407, injectorUid=0, syncMode=2, timeout=30000, policyFlags=0x08000000
06-11 22:00:22.580 D/WindowManager(  633): interceptKeyTq keycode=66 interactive=true keyguardActive=false policyFlags=2b000000
06-11 22:00:22.580 D/WindowManager(  633): CloudPC is in NOT in foreground
06-11 22:00:22.581 D/WindowManager(  633): isKeyNeedsToPassToJioCloudPC :: NO
06-11 22:00:22.582 I/android.hardware.power-service.libperfmgr(  366): Power setBoost: INTERACTION duration: 0
06-11 22:00:22.582 I/libperfmgr(  366): Do Powerhint: INTERACTION
06-11 22:00:22.582 D/WindowManager(  633): interceptKeyTi keyCode=66 down=true repeatCount=0 keyguardOn=false canceled=false
06-11 22:00:22.582 D/WindowManager(  633): CloudPC is in NOT in foreground
06-11 22:00:22.582 I/android.hardware.power-service.libperfmgr(  366): Power setBoost: INTERACTION duration: 0
06-11 22:00:22.582 D/WindowManager(  633): isKeyNeedsToPassToJioCloudPC :: NO
06-11 22:00:22.582 I/libperfmgr(  366): Do Powerhint: INTERACTION
06-11 22:00:22.582 D/GlobalKeyManager(  633): KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_ENTER, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=5253724, downTime=5253724, deviceId=-1, source=0x101, displayId=-1 }
06-11 22:00:22.582 D/InputDispatcher(  633): Setting input event injection result to 0.  injectorPid=31407, injectorUid=0
06-11 22:00:22.583 D/InputDispatcher(  633): injectInputEvent - Waiting for 1 pending foreground dispatches.
06-11 22:00:22.585 D/InputDispatcher(  633): injectInputEvent - Finished with result 0. injectorPid=31407, injectorUid=0
06-11 22:00:22.587 D/InputDispatcher(  633): injectInputEvent - eventType=1, injectorPid=31407, injectorUid=0, syncMode=2, timeout=30000, policyFlags=0x08000000
06-11 22:00:22.587 D/WindowManager(  633): interceptKeyTq keycode=66 interactive=true keyguardActive=false policyFlags=2b000000
06-11 22:00:22.587 D/WindowManager(  633): CloudPC is in NOT in foreground
06-11 22:00:22.588 D/WindowManager(  633): isKeyNeedsToPassToJioCloudPC :: NO
06-11 22:00:22.589 D/WindowManager(  633): interceptKeyTi keyCode=66 down=false repeatCount=0 keyguardOn=false canceled=false
06-11 22:00:22.589 D/WindowManager(  633): CloudPC is in NOT in foreground
06-11 22:00:22.589 D/WindowManager(  633): isKeyNeedsToPassToJioCloudPC :: NO
06-11 22:00:22.589 D/GlobalKeyManager(  633): KeyEvent { action=ACTION_UP, keyCode=KEYCODE_ENTER, scanCode=0, metaState=0, flags=0x0, repeatCount=0, eventTime=5253724, downTime=5253724, deviceId=-1, source=0x101, displayId=-1 }
06-11 22:00:22.589 D/InputDispatcher(  633): Setting input event injection result to 0.  injectorPid=31407, injectorUid=0
06-11 22:00:22.590 D/InputDispatcher(  633): injectInputEvent - Waiting for 1 pending foreground dispatches.
06-11 22:00:22.596 I/sub_mixing_factory(  348): [usecase_change_validate_l_sm:1209] ++++continuous:0 dev masks:0, out masks:0, out usecase PCM_NORMAL
06-11 22:00:22.596 I/sub_mixing_factory(  348): [usecase_change_validate_l_sm:1216] add usecase PCM_NORMAL, cnt 1
06-11 22:00:22.596 D/sub_mixing_factory(  348): [usecase_change_validate_l_sm:1228] cur dev masks:0, add out usecase:PCM_NORMAL
06-11 22:00:22.596 I/sub_mixing_factory(  348): [usecase_change_validate_l_sm:1259] ----continuous:0 dev masks:0x1, out masks:0x1, out usecase PCM_NORMAL
06-11 22:00:22.596 D/aml_audio_port(  348): [new_input_port:260] buf_frames:384,frame_size:4 ==> thunk_size:1536
06-11 22:00:22.596 I/aml_audio_port(  348): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-11 22:00:22.596 D/aml_audio_port(  348): [new_input_port:286] inport:PCM_SYSTEM, buf:6144, direct:0, format:0x1, rate:48000, ch:2
06-11 22:00:22.596 I/amlAudioMixer(  348): [init_mixer_input_port:175] input port:PCM_SYSTEM, size 384 frames, frame_write_sum:65370112
06-11 22:00:22.596 I/aml_audio_port(  348): [get_input_port_type:109] samplerate:48000, flags:0x2, channel_cnt:2
06-11 22:00:22.596 I/sub_mixing_factory(  348): [mixer_aux_buffer_write_sm:1066] stream 0xee269000 input port:PCM_SYSTEM
