--------- beginning of crash
06-12 10:55:22.974 F/linker  (18505): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:09:11.437 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.493 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:09:11.538 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.595 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 20
06-12 11:09:11.638 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.709 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 3920, expected nextSeqNum = 3920
06-12 11:09:11.711 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3920,should SeqNum=3920, status = 0
06-12 11:09:11.738 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.778 D/JioStbInactivityTimer(  928): Timer: count 46 warningTimeout:10680 timeout:10800
06-12 11:09:11.779 D/JioStbInactivityTimer(  928): isUserActive: Curr:3894116 Prev:3894116
06-12 11:09:11.838 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.916 I/.startv.hotsta(22316): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:09:11.917 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:09:11.929 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:09:11.929 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:09:11.935 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:09:11.935 I/appium  (22249): channel read: POST /session/944e15ee-56f5-43be-8e16-49ac8d46467b/element
06-12 11:09:11.935 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:09:11.936 I/appium  (22249): FindElement command
06-12 11:09:11.938 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:11.939 I/appium  (22249): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 11:09:11.939 I/appium  (22249): Waiting up to 10000ms for the device to idle
06-12 11:09:11.942 I/appium  (22249): The following attributes will be included to the page source: [resource-id]
06-12 11:09:12.039 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.087 I/appium  (22249): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 11:09:12.093 I/appium  (22249): AppiumResponse: {"sessionId":"944e15ee-56f5-43be-8e16-49ac8d46467b","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:09:12.096 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 21
06-12 11:09:12.139 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.239 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.283 I/JioBackgroundSchedulerService( 2826): Check schedule  
06-12 11:09:12.339 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.439 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:09:12.539 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.596 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 22
06-12 11:09:12.608 D/JioLauncher( 1779): isInternetAvailable-method-response-204
06-12 11:09:12.610 D/JioLauncher( 1779): isMulticastReceiver-Connected-to-5GHz-Wi-Fi-network
06-12 11:09:12.615 I/appium  (22249): channel read: POST /session/944e15ee-56f5-43be-8e16-49ac8d46467b/element
06-12 11:09:12.616 I/appium  (22249): FindElement command
06-12 11:09:12.618 I/appium  (22249): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 11:09:12.619 I/appium  (22249): Waiting up to 10000ms for the device to idle
06-12 11:09:12.622 I/appium  (22249): The following attributes will be included to the page source: [resource-id]
06-12 11:09:12.640 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.709 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 3921, expected nextSeqNum = 3921
06-12 11:09:12.711 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3921,should SeqNum=3921, status = 0
06-12 11:09:12.740 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.765 I/appium  (22249): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 11:09:12.770 I/appium  (22249): AppiumResponse: {"sessionId":"944e15ee-56f5-43be-8e16-49ac8d46467b","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:09:12.778 D/JioStbInactivityTimer(  928): Timer: count 47 warningTimeout:10680 timeout:10800
06-12 11:09:12.778 D/JioStbInactivityTimer(  928): isUserActive: Curr:3894116 Prev:3894116
06-12 11:09:12.840 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:12.940 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:09:13.040 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.051 I/DTVKit  (  403): request[114]: 'CmnNoti.onDvbIpPacketDetails' // '[]'
06-12 11:09:13.051 D/stbresmgr(  403): STB_RESNumTuners[315]: num_tuners: 3
06-12 11:09:13.051 E/dvb_iptv(  403): IPTV_GetDvbIpPacketDetails[684]: No valid ECM iptv_handle
06-12 11:09:13.052 D/dvb_iptv(  403): IPTV_GetDvbIpPacketDetails[688]: EMM Pkt stat received_packets:0 lost_packets:0 recov_packets:0 
06-12 11:09:13.052 E/CommonClientNotiCbUtilsIntf(  403): onDvbIpPacketDetails[97]: Failure of Getting DvbIpDetails
06-12 11:09:13.053 D/CommonClientNotiCbUtilsImpl( 1621): Not Received Valid Info
06-12 11:09:13.096 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 23
06-12 11:09:13.141 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.238 I/ThermalService(  975): CPU temperatures: [59.100002]
06-12 11:09:13.239 E/WifiVendorHal(  628): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 11:09:13.241 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.289 I/appium  (22249): channel read: POST /session/944e15ee-56f5-43be-8e16-49ac8d46467b/element
06-12 11:09:13.290 I/appium  (22249): FindElement command
06-12 11:09:13.293 I/appium  (22249): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 11:09:13.294 I/appium  (22249): Waiting up to 10000ms for the device to idle
06-12 11:09:13.300 I/appium  (22249): The following attributes will be included to the page source: [resource-id]
06-12 11:09:13.341 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.424 I/appium  (22249): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 11:09:13.429 I/appium  (22249): AppiumResponse: {"sessionId":"944e15ee-56f5-43be-8e16-49ac8d46467b","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:09:13.441 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.493 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:09:13.541 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.596 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 24
06-12 11:09:13.641 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.645 W/[ 3943.236126@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 3899
06-12 11:09:13.710 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 3922, expected nextSeqNum = 3922
06-12 11:09:13.711 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 3922,should SeqNum=3922, status = 0
06-12 11:09:13.742 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.779 D/JioStbInactivityTimer(  928): Timer: count 48 warningTimeout:10680 timeout:10800
06-12 11:09:13.779 D/JioStbInactivityTimer(  928): isUserActive: Curr:3894116 Prev:3894116
06-12 11:09:13.819 F/linker  (22576): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:09:13.842 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.942 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:13.953 I/appium  (22249): channel read: POST /session/944e15ee-56f5-43be-8e16-49ac8d46467b/element
06-12 11:09:13.955 I/appium  (22249): FindElement command
06-12 11:09:13.957 I/appium  (22249): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 11:09:13.959 I/appium  (22249): Waiting up to 10000ms for the device to idle
06-12 11:09:13.963 I/appium  (22249): The following attributes will be included to the page source: [resource-id]
06-12 11:09:13.966 I/.startv.hotsta(22316): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:09:13.967 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:09:13.972 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:09:13.972 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:09:13.974 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:09:13.974 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:09:14.042 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:14.086 I/appium  (22249): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 11:09:14.091 I/appium  (22249): AppiumResponse: {"sessionId":"944e15ee-56f5-43be-8e16-49ac8d46467b","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 11:09:14.096 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 25
06-12 11:09:14.142 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:14.243 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:14.301 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage()
06-12 11:09:14.304 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : Foreground Package=in.startv.hotstar
06-12 11:09:14.304 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : Free memory available in MB : 669.484375
06-12 11:09:14.304 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : checkAndRemoveBackgroundApps()
06-12 11:09:14.304 D/JioAppOptimizer( 1718): AppOptimizerService :: checkAndRemoveBackgroundApps()
06-12 11:09:14.343 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:09:14.434 D/JioLauncher( 1779): overlay status check for wifi and bt remote false false
06-12 11:09:14.436 D/Match code1( 1446): 2
06-12 11:09:14.437 D/JIO_TR069-( 1446): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
