--------- beginning of kernel
06-12 11:11:27.829 W/[ 4077.418805@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 14
06-12 11:11:28.690 D/[ 4078.276862@3]  logd(    0): logdr: UID=0 GID=0 PID=23330 b tail=0 logMask=99 pid=0 start=0ns timeout=0ns
06-12 11:11:28.690 D/[ 4078.278456@2]  logd(    0): Skipping 4294967295 entries from slow reader, pid 23330, from LogBuffer::kickMe()
--------- beginning of system
06-12 11:11:28.858 I/ActivityTaskManager(  628): START u0 {flg=0x10000000 cmp=in.startv.hotstar/com.hotstar.MainActivity} from uid 0
06-12 11:17:37.350 I/ThermalService(  975): CPU temperatures: [61.000004]
06-12 11:17:37.394 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.435 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 39
06-12 11:17:37.494 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.529 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:17:37.571 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[351,351], OUT[288,283,283] DEC[4->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:37.594 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.681 W/[ 4447.271513@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 213
06-12 11:17:37.690 D/BluetoothAdapter( 2916): isLeEnabled(): ON
06-12 11:17:37.692 D/BluetoothAdapter( 2916): isLeEnabled(): ON
06-12 11:17:37.694 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.695 D/BluetoothAdapterService(  765): getAdapterService() - returning com.android.bluetooth.btservice.AdapterService@36fd56e
06-12 11:17:37.795 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.830 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4426, expected nextSeqNum = 4426
06-12 11:17:37.831 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4426,should SeqNum=4426, status = 0
06-12 11:17:37.850 D/JioStbInactivityTimer(  928): Timer: count 70 warningTimeout:10680 timeout:10800
06-12 11:17:37.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:37.895 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:37.935 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 40
06-12 11:17:37.995 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.095 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:38.195 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.288 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[369,369], OUT[305,301,301] DEC[4->0] => DEVICE[0+3/3->0+4/12] => CLIENT[7]\n"
06-12 11:17:38.296 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.396 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.436 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 41
06-12 11:17:38.455 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:38.457 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:38.464 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:38.464 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:17:38.472 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:38.472 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:17:38.496 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.596 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:38.696 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.761 I/appium  (24904): channel read: GET /session/b4ccaea5-a0a2-4a87-9c38-c39721e409ce/source
06-12 11:17:38.762 I/appium  (24904): Source command
06-12 11:17:38.763 I/appium  (24904): Waiting up to 10000ms for the device to idle
06-12 11:17:38.795 E/WifiVendorHal(  628): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 11:17:38.796 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.830 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4427, expected nextSeqNum = 4427
06-12 11:17:38.831 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4427,should SeqNum=4427, status = 0
06-12 11:17:38.850 D/JioStbInactivityTimer(  928): Timer: count 71 warningTimeout:10680 timeout:10800
06-12 11:17:38.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:38.897 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:38.924 I/appium  (24904): AppiumResponse: {"sessionId":"b4ccaea5-a0a2-4a87-9c38-c39721e409ce","value":"<?xml version='1.0' encoding='UTF-8' standalone='yes' ?>\r\n<hierarchy index=\"0\" class=\"hierarchy\" rotation=\"0\" width=\"1920\" height=\"1080\">\r\n  <android.widget.FrameLayout index=\"0\" package=\"in.startv.hotstar\" class=\"androi…
06-12 11:17:38.936 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 42
06-12 11:17:38.945 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[384,384], OUT[321,316,316] DEC[1->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:38.997 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.097 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.167 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage()
06-12 11:17:39.170 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : Foreground Package=in.startv.hotstar
06-12 11:17:39.170 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : Free memory available in MB : 509.05859375
06-12 11:17:39.170 D/JioAppOptimizer( 1718): AppOptimizerService :: handleMessage() : checkAndRemoveBackgroundApps()
06-12 11:17:39.170 D/JioAppOptimizer( 1718): AppOptimizerService :: checkAndRemoveBackgroundApps()
06-12 11:17:39.197 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.358 F/linker  (25361): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:17:39.297 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.366 I/ThermalService(  975): CPU temperatures: [61.300003]
06-12 11:17:39.398 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.434 D/JioLauncher( 1779): overlay status check for wifi and bt remote false false
06-12 11:17:39.436 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 43
06-12 11:17:39.436 D/Match code1( 1446): 2
06-12 11:17:39.437 D/JIO_TR069-( 1446): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
06-12 11:17:39.440 D/JIO_TR069-( 1446): Caller Package com.iwedia.ui.rjio.launcher.reliance
06-12 11:17:39.440 D/JIO_TR069-( 1446): White Listed Apps []
06-12 11:17:39.440 D/JIO_TR069-( 1446): Final White Listed Apps [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott, ]
06-12 11:17:39.443 D/JioLauncher( 1779): network-type-------NonJioNetwork
06-12 11:17:39.447 D/JioLauncher( 1779): live-tv-previousIp-[/fe80::1%wlan0, /192.168.1.1]-newHost-[/fe80::1%wlan0, /192.168.1.1]
06-12 11:17:39.498 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.529 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:17:39.598 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.616 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[400,400], OUT[337,336,336] DEC[3->0] => DEVICE[1+2/3->0+1/12] => CLIENT[10]\n"
06-12 11:17:39.698 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.798 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.830 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4428, expected nextSeqNum = 4428
06-12 11:17:39.831 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4428,should SeqNum=4428, status = 0
06-12 11:17:39.851 D/JioStbInactivityTimer(  928): Timer: count 72 warningTimeout:10680 timeout:10800
06-12 11:17:39.851 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:39.899 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:39.936 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 44
06-12 11:17:39.999 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.099 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:40.199 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.297 I/WifiService(  628): releaseMulticastLock uid=10083
06-12 11:17:40.299 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.302 I/JTCLOG  ( 3482): JuiceModel ->  getOldONTDetails() 
06-12 11:17:40.302 I/JTCLOG  ( 3482): JuiceModel -> Constants.BASEURL_PORT_7443:https://jiofiber.local.html:7443/
06-12 11:17:40.302 I/JTCLOG  ( 3482): JuiceModel -> FQDN=jiofiber.local.html
06-12 11:17:40.302 I/JTCLOG  ( 3482): JuiceModel -> getInfo() called with secured https----- -> count : 73
06-12 11:17:40.374 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[418,418], OUT[355,350,350] DEC[5->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:40.399 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.436 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 45
06-12 11:17:40.498 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:40.500 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.500 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:40.509 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:40.509 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:17:40.513 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:40.513 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:17:40.600 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.700 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:40.800 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.830 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4429, expected nextSeqNum = 4429
06-12 11:17:40.832 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4429,should SeqNum=4429, status = 0
06-12 11:17:40.850 D/JioStbInactivityTimer(  928): Timer: count 73 warningTimeout:10680 timeout:10800
06-12 11:17:40.851 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:40.899 D/BufferPoolAccessor2.0(24974): bufferpool2 0xb4ba3ad8 : 4(32768 size) total buffers - 4(32768 size) used buffers - 1/6 (recycle/alloc) - 5/739 (fetch/transfer)
06-12 11:17:40.900 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:40.936 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 46
06-12 11:17:40.986 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[434,434], OUT[370,366,366] DEC[1->0] => DEVICE[0+3/3->0+4/12] => CLIENT[7]\n"
06-12 11:17:41.001 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.101 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:41.201 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.245 D/CCodecBuffers(24974): [c2.android.aac.decoder#204:1D-Input.Impl[N]] codec released a buffer owned by client (index 0)
06-12 11:17:41.301 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.386 I/ThermalService(  975): CPU temperatures: [61.100002]
06-12 11:17:41.401 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.437 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 47
06-12 11:17:41.494 D/BufferPoolAccessor2.0(  476): bufferpool2 0xf00c8f58 : 5(20480 size) total buffers - 1(4096 size) used buffers - 758/763 (recycle/alloc) - 6/762 (fetch/transfer)
06-12 11:17:41.501 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.529 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:17:41.602 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.702 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.737 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[451,451], OUT[388,384,384] DEC[5->0] => DEVICE[1+2/3->0+4/12] => CLIENT[7]\n"
06-12 11:17:41.801 E/WifiVendorHal(  628): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 11:17:41.802 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.831 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4430, expected nextSeqNum = 4430
06-12 11:17:41.832 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4430,should SeqNum=4430, status = 0
06-12 11:17:41.850 D/JioStbInactivityTimer(  928): Timer: count 74 warningTimeout:10680 timeout:10800
06-12 11:17:41.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:41.902 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:41.937 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 48
06-12 11:17:42.002 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.103 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:42.203 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.299 I/JioBackgroundSchedulerService( 2826): Check schedule  
06-12 11:17:42.303 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.403 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.409 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[467,467], OUT[404,400,400] DEC[0->0] => DEVICE[1+2/3->0+4/12] => CLIENT[7]\n"
06-12 11:17:42.437 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 49
06-12 11:17:42.503 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.542 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:42.544 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:42.552 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:42.552 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:17:42.556 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:42.556 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:17:42.604 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.674 W/[ 4452.263040@0]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 761
06-12 11:17:42.704 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:42.804 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.831 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4431, expected nextSeqNum = 4431
06-12 11:17:42.832 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4431,should SeqNum=4431, status = 0
06-12 11:17:42.850 D/JioStbInactivityTimer(  928): Timer: count 75 warningTimeout:10680 timeout:10800
06-12 11:17:42.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:42.904 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:42.937 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 50
06-12 11:17:43.004 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.076 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[483,483], OUT[420,415,415] DEC[2->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:43.104 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.205 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:43.305 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.403 I/ThermalService(  975): CPU temperatures: [60.9]
06-12 11:17:43.405 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.437 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 51
06-12 11:17:43.505 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.530 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:17:43.605 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.706 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.792 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[500,500], OUT[437,432,432] DEC[5->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:43.806 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.831 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4432, expected nextSeqNum = 4432
06-12 11:17:43.832 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4432,should SeqNum=4432, status = 0
06-12 11:17:43.850 D/JioStbInactivityTimer(  928): Timer: count 76 warningTimeout:10680 timeout:10800
06-12 11:17:43.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:43.906 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:43.938 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 52
06-12 11:17:43.939 D/JioLauncher( 1779): isInternetAvailable-method-response-204
06-12 11:17:43.942 D/JioLauncher( 1779): isMulticastReceiver-Connected-to-5GHz-Wi-Fi-network
06-12 11:17:44.006 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.362 F/linker  (25371): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 11:17:44.307 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 3 lines
06-12 11:17:44.407 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.436 D/JioLauncher( 1779): overlay status check for wifi and bt remote false false
06-12 11:17:44.438 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 53
06-12 11:17:44.439 D/Match code1( 1446): 2
06-12 11:17:44.439 D/JIO_TR069-( 1446): Predefined List [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott]
06-12 11:17:44.443 D/JIO_TR069-( 1446): Caller Package com.iwedia.ui.rjio.launcher.reliance
06-12 11:17:44.443 D/JIO_TR069-( 1446): White Listed Apps []
06-12 11:17:44.443 D/JIO_TR069-( 1446): Final White Listed Apps [com.jio.stb.catv, com.rjil.jiostbsetting, com.iwedia.ui.rjio.launcher.reliance, com.jio.stb.hotellauncher, com.jio.media.oberoi, com.jio.ott, ]
06-12 11:17:44.447 D/JioLauncher( 1779): network-type-------NonJioNetwork
06-12 11:17:44.454 D/JioLauncher( 1779): live-tv-previousIp-[/fe80::1%wlan0, /192.168.1.1]-newHost-[/fe80::1%wlan0, /192.168.1.1]
06-12 11:17:44.493 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[517,517], OUT[454,449,449] DEC[1->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:44.507 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.585 I/.startv.hotsta(24974): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:44.587 I/e.swalekh.abct( 1345): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 11:17:44.594 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:44.594 D/JioSTBMRServer-SERVICE( 3360): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 11:17:44.598 D/JioSTBMRServer-SERVICE( 3360): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 11:17:44.598 D/JioSTBMRServer-SERVICE( 3360): #broadcast IP:192.168.1.255
06-12 11:17:44.607 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.708 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:44.808 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.810 E/WifiVendorHal(  628): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 11:17:44.831 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4433, expected nextSeqNum = 4433
06-12 11:17:44.832 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4433,should SeqNum=4433, status = 0
06-12 11:17:44.850 D/JioStbInactivityTimer(  928): Timer: count 77 warningTimeout:10680 timeout:10800
06-12 11:17:44.851 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:44.908 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:44.938 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 54
06-12 11:17:45.008 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.108 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.153 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[533,533], OUT[470,465,465] DEC[4->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:45.209 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.289 W/[ 4454.876878@1]  RTW(    0): fill_default_txdesc(wlan0): SP Packet(0x0806) rate=0x4 SeqNum = 1009
06-12 11:17:45.309 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:45.409 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.422 I/ThermalService(  975): CPU temperatures: [61.100002]
06-12 11:17:45.438 D/dvb_iptv(  403): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 55
06-12 11:17:45.509 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.530 D/ltts_ip_emm(  403): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 11:17:45.609 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.710 I/chatty  (  403): uid=0(root) DK-SiCntrl identical 1 line
06-12 11:17:45.810 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
06-12 11:17:45.831 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 4434, expected nextSeqNum = 4434
06-12 11:17:45.833 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 4434,should SeqNum=4434, status = 0
06-12 11:17:45.850 D/JioStbInactivityTimer(  928): Timer: count 78 warningTimeout:10680 timeout:10800
06-12 11:17:45.850 D/JioStbInactivityTimer(  928): isUserActive: Curr:4376284 Prev:4376284
06-12 11:17:45.877 I/VDA     (  475): [0] "ServiceDeviceTask(): buffer counts: IN[550,550], OUT[487,482,482] DEC[3->0] => DEVICE[1+2/3->0+5/12] => CLIENT[6]\n"
06-12 11:17:45.910 D/stbdpc  (  403): STB_DPGetNumPaths[570]: num_paths: 1
