--------- beginning of crash
06-12 16:55:37.164 F/linker  (13997): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:59:01.663 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:01.763 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:59:01.864 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:01.922 D/JioStbInactivityTimer(  933): Timer: count 53 warningTimeout:10680 timeout:10800
06-12 16:59:01.922 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:59:01.941 I/.startv.hotsta(15090): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:59:01.942 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:59:01.950 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 13
06-12 16:59:01.953 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:59:01.953 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:59:01.959 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:59:01.960 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:59:01.964 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:01.976 I/ThermalService(  986): CPU temperatures: [63.9]
06-12 16:59:02.064 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.164 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.183 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:59:02.186 I/appium  (15007): FindElement command
06-12 16:59:02.188 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:59:02.189 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:59:02.192 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:59:02.264 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.305 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:59:02.310 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:59:02.355 F/linker  (15416): CANNOT LINK EXECUTABLE "/system/bin/smartcable/smartCableSTBApp": library "libmosquitto.so" not found: needed by main executable
06-12 16:59:02.365 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.451 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 14
06-12 16:59:02.465 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.542 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7793, expected nextSeqNum = 7793
06-12 16:59:02.543 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7793,should SeqNum=7793, status = 0
06-12 16:59:02.565 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.665 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:59:02.765 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.826 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:59:02.827 I/appium  (15007): FindElement command
06-12 16:59:02.829 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:59:02.830 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:59:02.834 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:59:02.866 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:02.923 D/JioStbInactivityTimer(  933): Timer: count 54 warningTimeout:10680 timeout:10800
06-12 16:59:02.923 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:59:02.935 E/ocessService0:( 2273): failed to create Unix domain socket: Operation not permitted
06-12 16:59:02.951 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 15
06-12 16:59:02.960 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:59:02.965 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:59:02.966 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.266 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 3 lines
06-12 16:59:03.367 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.451 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 16
06-12 16:59:03.467 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.495 D/ltts_ip_emm(  405): LTTS_IP_DMXStartEMM[381]: parse_emm_cat_status failed
06-12 16:59:03.497 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:59:03.497 I/appium  (15007): FindElement command
06-12 16:59:03.500 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:59:03.500 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:59:03.504 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:59:03.542 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7794, expected nextSeqNum = 7794
06-12 16:59:03.545 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7794,should SeqNum=7794, status = 0
06-12 16:59:03.567 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.623 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:59:03.628 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:59:03.667 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.767 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:59:03.868 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.922 D/JioStbInactivityTimer(  933): Timer: count 55 warningTimeout:10680 timeout:10800
06-12 16:59:03.922 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:59:03.951 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 17
06-12 16:59:03.968 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:03.992 I/ThermalService(  986): CPU temperatures: [63.600002]
06-12 16:59:03.997 I/.startv.hotsta(15090): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:59:04.001 I/e.swalekh.abct( 1336): oneway function results will be dropped but finished with status OK and parcel size 4
06-12 16:59:04.010 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:59:04.010 D/JioSTBMRServer-SERVICE( 3304): #beacon:RKISBFJ60000097:0:false:0:1:SV=181024 , 192.168.1.255
06-12 16:59:04.016 D/JioSTBMRServer-SERVICE( 3304): InetSocketAddress(InetAddress.getByName(inetAddress.hostAddress)-/192.168.1.255
06-12 16:59:04.016 D/JioSTBMRServer-SERVICE( 3304): #broadcast IP:192.168.1.255
06-12 16:59:04.063 I/chromium( 1781): [INFO:CONSOLE(251)] "Fetched Data of matchDetails: [object Object]", source: https://widget.jionews.com/jionews-cricketwidget-vdo/prod/index.html (251)
06-12 16:59:04.068 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.148 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:59:04.148 I/appium  (15007): FindElement command
06-12 16:59:04.151 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:59:04.151 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:59:04.156 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:59:04.168 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.268 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.277 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
06-12 16:59:04.282 I/appium  (15007): AppiumResponse: {"sessionId":"0ad30b88-7395-4ddf-bb3c-f666f208ca36","value":{"error":"no such element","message":"An element could not be located on the page using the given search parameters","stacktrace":"io.appium.uiautomator2.common.exceptions.ElementNotFoundException: An element could not be located on the page using the given search parameters\n\tat io.appium.uiautomator2.utils.ElementLocationHelpers.findElement(ElementLocationHelpers.java:156)\n\tat io.appium.uiautomator2.handler.FindElement.safeHandle(FindElement.java:60)\n\tat io.appium.uiautomator2.handler.request.SafeRequestHandler.handle(SafeRequestHandler.java:59)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleRequest(AppiumServlet.java:259)\n\tat io.appium.uiautomator2.server.AppiumServlet.handleHttpRequest(AppiumServlet.java:253)\n\tat io.appium.uiautomator2.http.ServerHandler.channelRead(ServerHandler.java:77)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.codec.MessageToMessageDecoder.channelRead(MessageToMessageDecoder.java:102)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.CombinedChannelDuplexHandler$DelegatingChannelHandlerContext.fireChannelRead(CombinedChannelDuplexHandler.java:438)\n\tat io.netty.handler.codec.ByteToMessageDecoder.fireChannelRead(ByteToMessageDecoder.java:328)\n\tat io.netty.handler.codec.ByteToMessageDecoder.channelRead(ByteToMessageDecoder.java:302)\n\tat io.netty.channel.CombinedChannelDuplexHandler.channelRead(CombinedChannelDuplexHandler.java:253)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.handler.timeout.IdleStateHandler.channelRead(IdleStateHandler.java:287)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.AbstractChannelHandlerContext.fireChannelRead(AbstractChannelHandlerContext.java:352)\n\tat io.netty.channel.DefaultChannelPipeline$HeadContext.channelRead(DefaultChannelPipeline.java:1422)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:374)\n\tat io.netty.channel.AbstractChannelHandlerContext.invokeChannelRead(AbstractChannelHandlerContext.java:360)\n\tat io.netty.channel.DefaultChannelPipeline.fireChannelRead(DefaultChannelPipeline.java:931)\n\tat io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:163)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:700)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:635)\n\tat io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:552)\n\tat io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:514)\n\tat io.netty.util.concurrent.SingleThreadEventExecutor$6.run(SingleThreadEventExecutor.java:1044)\n\tat io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)\n\tat io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)\n\tat java.lang.Thread.run(Thread.java:923)\n"}}
06-12 16:59:04.368 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.451 D/dvb_iptv(  405): ReadEmmNetworkTask[1537]: EMM Select Timeout Occured 18
06-12 16:59:04.469 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.515 E/WifiVendorHal(  632): getWifiLinkLayerStats_1_3_Internal(l.973) failed {.code = ERROR_UNKNOWN, .description = unknown error}
06-12 16:59:04.542 D/rtk_heartbeat(  351): heartbeat_timed_out: heartbeatCmdCount = 7795, expected nextSeqNum = 7795
06-12 16:59:04.543 D/rtk_heartbeat(  351): rtkbt_heartbeat_cmpl_cback: Current SeqNum = 7795,should SeqNum=7795, status = 0
06-12 16:59:04.569 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.669 I/chatty  (  405): uid=0(root) DK-SiCntrl identical 1 line
06-12 16:59:04.769 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.818 I/appium  (15007): channel read: POST /session/0ad30b88-7395-4ddf-bb3c-f666f208ca36/element
06-12 16:59:04.820 I/appium  (15007): FindElement command
06-12 16:59:04.823 I/appium  (15007): method: 'xpath', selector: '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']'
06-12 16:59:04.823 I/appium  (15007): Waiting up to 10000ms for the device to idle
06-12 16:59:04.826 I/appium  (15007): The following attributes will be included to the page source: [resource-id]
06-12 16:59:04.869 D/stbdpc  (  405): STB_DPGetNumPaths[570]: num_paths: 1
06-12 16:59:04.922 D/JioStbInactivityTimer(  933): Timer: count 56 warningTimeout:10680 timeout:10800
06-12 16:59:04.922 D/JioStbInactivityTimer(  933): isUserActive: Curr:7762653 Prev:7762653
06-12 16:59:04.941 I/appium  (15007): Took 0ms to retrieve 0 matches for '//android.widget.ImageView[@resource-id='in.startv.hotstar:id/hero_img']' XPath2 query
